     3.800     4.000     2.000     1.000     0.126     0.000     0.000     0.874     0.000     0.000     4.000
     3.000     3.000     2.500     2.750     0.000     0.022     0.112     0.000     0.000     0.866     6.000
     1.800     2.800     3.500     3.375     0.000     0.958     0.000     0.000     0.000     0.042     2.000
     1.400     1.000     2.750     2.750     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.800     2.200     2.000     2.000     0.000     0.955     0.045     0.000     0.000     0.000     2.000
     1.600     1.600     2.750     1.875     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.000     3.800     1.250     2.250     0.000     0.004     0.087     0.909     0.000     0.000     4.000
     2.600     2.200     2.000     2.000     0.000     0.688     0.312     0.000     0.000     0.000     2.000
     1.000     2.800     1.000     2.625     0.000     0.950     0.022     0.000     0.000     0.028     2.000
     2.200     2.000     1.000     1.750     0.000     0.971     0.029     0.000     0.000     0.000     2.000
     2.400     2.400     2.250     2.000     0.000     0.432     0.568     0.000     0.000     0.000     3.000
     2.600     3.000     2.000     1.500     0.000     0.026     0.974     0.000     0.000     0.000     3.000
     2.800     2.400     1.750     1.500     0.000     0.212     0.788     0.000     0.000     0.000     3.000
     3.600     1.600     2.250     3.125     0.000     0.992     0.000     0.000     0.008     0.000     2.000
     1.800     1.800     2.500     2.750     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.200     2.400     3.000     2.250     0.000     0.811     0.188     0.000     0.000     0.000     2.000
     2.200     1.800     2.000     2.000     0.000     0.998     0.002     0.000     0.000     0.000     2.000
     1.800     2.400     2.000     2.000     0.000     0.792     0.208     0.000     0.000     0.000     2.000
     1.600     2.400     2.250     2.875     0.000     0.995     0.004     0.000     0.000     0.002     2.000
     2.200     3.000     1.000     2.250     0.000     0.069     0.909     0.000     0.000     0.022     3.000
     3.800     2.600     1.750     1.875     0.000     0.012     0.987     0.000     0.000     0.001     3.000
     4.200     3.000     1.250     1.714     0.000     0.002     0.998     0.000     0.000     0.000     3.000
     1.600     2.000     3.500     2.625     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.400     2.400     2.000     2.000     0.000     0.941     0.059     0.000     0.000     0.000     2.000
     2.600     2.000     2.000     3.000     0.000     0.999     0.001     0.000     0.000     0.000     2.000
         *     3.000         *         *     0.056     0.077     0.618     0.000     0.000     0.249     3.000
     2.200     2.000     2.750     2.000     0.000     0.989     0.011     0.000     0.000     0.000     2.000
     1.800     2.000     2.250     1.500     0.000     0.996     0.004     0.000     0.000     0.000     2.000
     2.800     2.800     3.000     2.750     0.000     0.095     0.111     0.000     0.000     0.793     6.000
     2.000     3.600     1.250     1.000     0.994     0.003     0.003     0.000     0.000     0.000     1.000
     3.800     4.000     2.750     1.000     0.018     0.000     0.000     0.982     0.000     0.000     4.000
     2.400     2.600     2.500     2.000     0.000     0.195     0.804     0.000     0.000     0.002     3.000
     3.400     4.000     1.667     1.125     0.060     0.000     0.000     0.940     0.000     0.000     4.000
     4.800     4.000     4.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.400     2.200     2.500     2.875     0.000     0.994     0.006     0.000     0.000     0.000     2.000
     2.800     3.000     1.000     2.250     0.000     0.017     0.955     0.000     0.000     0.028     3.000
     1.800     3.000     2.250     3.625     0.000     0.915     0.000     0.000     0.000     0.085     2.000
     1.600     2.400     2.500     2.125     0.000     0.930     0.070     0.000     0.000     0.000     2.000
     1.000     4.000     2.000     1.500     0.000     0.079     0.001     0.920     0.000     0.000     4.000
     1.000     2.000     3.000     2.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.200     3.400     1.750     2.250     0.000     0.010     0.990     0.000     0.000     0.001     3.000
     2.400     2.000     1.750     2.250     0.000     0.977     0.023     0.000     0.000     0.000     2.000
     2.400     3.000     4.000     2.125     0.000     0.304     0.693     0.000     0.000     0.002     3.000
     2.600     3.000     2.250     2.000     0.000     0.025     0.970     0.000     0.000     0.005     3.000
     1.400     2.600     3.000     2.250     0.000     0.941     0.058     0.000     0.000     0.001     2.000
     2.800     3.000     4.000     2.286     0.000     0.201     0.781     0.000     0.000     0.017     3.000
     3.000     3.400     4.000     1.375     0.000     0.129     0.871     0.000     0.000     0.000     3.000
     2.000     3.400     1.750     1.500     0.000     0.102     0.898     0.000     0.000     0.000     3.000
     2.600     2.800     2.250     1.667     0.000     0.042     0.958     0.000     0.000     0.000     3.000
     1.800     1.600     3.750     2.286     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.600     3.400     1.750     1.750     0.000     0.017     0.983     0.000     0.000     0.000     3.000
     2.800     3.200     1.250     1.125     0.864     0.004     0.132     0.000     0.000     0.000     1.000
     2.400     2.800     2.750     3.000     0.000     0.172     0.020     0.000     0.000     0.808     6.000
     3.200     3.000     2.667     2.250     0.000     0.017     0.895     0.000     0.000     0.088     3.000
     1.000     2.600     2.000     2.375     0.000     0.979     0.019     0.000     0.000     0.002     2.000
     3.200     3.000     1.000     2.625     0.000     0.017     0.450     0.000     0.000     0.533     6.000
     4.000     2.800     2.500     3.000     0.000     0.004     0.007     0.000     0.000     0.989     6.000
     3.000     3.000     2.000     2.625     0.000     0.018     0.262     0.000     0.000     0.720     6.000
     3.000     4.000     3.667     1.000     0.000     0.001     0.000     0.999     0.000     0.000     4.000
     2.400     3.000     3.000     2.875     0.000     0.176     0.066     0.000     0.000     0.758     6.000
     2.800     2.600     3.000     1.500     0.000     0.159     0.841     0.000     0.000     0.000     3.000
     3.000     3.000     2.750     2.125     0.000     0.020     0.958     0.000     0.000     0.021     3.000
     2.600     4.000     2.000     1.750     0.000     0.001     0.005     0.994     0.000     0.000     4.000
     3.000     2.000     2.750     2.000     0.000     0.933     0.066     0.000     0.001     0.000     2.000
     2.200     2.400     4.000     2.000     0.000     0.917     0.083     0.000     0.000     0.000     2.000
     3.400     4.000     2.500     2.000     0.000     0.000     0.003     0.997     0.000     0.000     4.000
     3.200     3.000     2.500     1.875     0.000     0.009     0.990     0.000     0.000     0.002     3.000
     3.400     3.750     1.250     2.143     0.000     0.004     0.240     0.756     0.000     0.000     4.000
     2.000     2.000     2.500     2.250     0.000     0.995     0.005     0.000     0.000     0.000     2.000
     3.400     3.800     1.000     1.250     0.001     0.000     0.007     0.992     0.000     0.000     4.000
     2.800     4.000     2.000     2.000     0.000     0.001     0.005     0.993     0.000     0.000     4.000
     2.000     3.000     1.000     1.750     0.000     0.070     0.930     0.000     0.000     0.000     3.000
     2.600     3.000     2.000     2.000     0.000     0.022     0.974     0.000     0.000     0.005     3.000
     3.500     2.800     2.000     3.286     0.000     0.016     0.002     0.000     0.000     0.981     6.000
     2.200     3.000     2.000     2.000     0.000     0.058     0.938     0.000     0.000     0.004     3.000
     1.000     2.600     1.500     1.857     0.000     0.939     0.061     0.000     0.000     0.000     2.000
     3.000     3.000     1.750     1.500     0.000     0.010     0.990     0.000     0.000     0.000     3.000
     2.200     1.000     3.250     1.250     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.800     3.600     4.000     2.000     0.000     0.053     0.941     0.006     0.000     0.000     3.000
     2.000     3.000     3.000     2.000     0.000     0.209     0.788     0.000     0.000     0.003     3.000
     3.000     3.000     2.000     2.000     0.000     0.010     0.985     0.000     0.000     0.006     3.000
     3.400     3.000     1.000     1.250     0.009     0.009     0.982     0.000     0.000     0.000     3.000
     2.000     3.000     1.000     2.000     0.000     0.077     0.921     0.000     0.000     0.001     3.000
     1.000     2.200     2.500     2.286     0.000     0.999     0.001     0.000     0.000     0.000     2.000
     1.000     1.200     1.000     3.500     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.400     3.600     2.000     1.875     0.000     0.052     0.948     0.001     0.000     0.000     3.000
     1.000     2.000     3.000     3.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.000     1.000     4.000     4.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.600     2.200     2.000     1.875     0.000     0.666     0.334     0.000     0.000     0.000     2.000
     4.000     3.000     2.250     1.000     0.973     0.001     0.026     0.000     0.000     0.000     1.000
         *     2.400         *         *     0.053     0.650     0.292     0.000     0.002     0.003     2.000
     3.800     3.600     1.000     1.000     0.998     0.000     0.002     0.000     0.000     0.000     1.000
