     3.800     4.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.000     3.000     2.500     2.750     0.000     0.000     0.000     0.000     0.942     0.058     5.000
     1.800     2.800     3.500     3.375     0.000     0.000     0.000     0.989     0.011     0.000     4.000
     1.400     1.000     2.750     2.750     0.000     0.000     0.000     0.000     0.994     0.006     5.000
     1.800     2.200     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.600     1.600     2.750     1.875     0.000     0.000     0.000     0.000     0.997     0.003     5.000
     3.000     3.800     1.250     2.250     0.000     0.996     0.000     0.000     0.000     0.004     2.000
     2.600     2.200     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.000     2.800     1.000     2.625     0.906     0.088     0.005     0.000     0.000     0.000     1.000
     2.200     2.000     1.000     1.750     0.916     0.084     0.000     0.000     0.000     0.000     1.000
     2.400     2.400     2.250     2.000     0.000     0.000     0.000     0.000     0.018     0.982     6.000
     2.600     3.000     2.000     1.500     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.800     2.400     1.750     1.500     0.000     0.003     0.000     0.000     0.000     0.997     6.000
     3.600     1.600     2.250     3.125     0.000     0.000     0.000     0.000     0.010     0.990     6.000
     1.800     1.800     2.500     2.750     0.000     0.000     0.000     0.000     0.681     0.319     5.000
     2.200     2.400     3.000     2.250     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.200     1.800     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.800     2.400     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.600     2.400     2.250     2.875     0.000     0.000     0.000     0.000     0.019     0.981     6.000
     2.200     3.000     1.000     2.250     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.800     2.600     1.750     1.875     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.200     3.000     1.250     1.714     0.000     0.997     0.000     0.000     0.000     0.003     2.000
     1.600     2.000     3.500     2.625     0.000     0.000     0.000     0.989     0.011     0.000     4.000
     1.400     2.400     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.600     2.000     2.000     3.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
         *     3.000         *         *     0.010     0.174     0.000     0.050     0.238     0.527     6.000
     2.200     2.000     2.750     2.000     0.000     0.000     0.000     0.000     0.998     0.002     5.000
     1.800     2.000     2.250     1.500     0.000     0.000     0.000     0.000     0.011     0.989     6.000
     2.800     2.800     3.000     2.750     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.000     3.600     1.250     1.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.800     4.000     2.750     1.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.400     2.600     2.500     2.000     0.000     0.000     0.000     0.000     0.825     0.175     5.000
     3.400     4.000     1.667     1.125     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.800     4.000     4.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.400     2.200     2.500     2.875     0.000     0.000     0.000     0.000     0.816     0.184     5.000
     2.800     3.000     1.000     2.250     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.800     3.000     2.250     3.625     0.000     0.000     0.000     0.000     0.082     0.918     6.000
     1.600     2.400     2.500     2.125     0.000     0.000     0.000     0.000     0.742     0.258     5.000
     1.000     4.000     2.000     1.500     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.000     2.000     3.000     2.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     3.200     3.400     1.750     2.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.400     2.000     1.750     2.250     0.000     0.006     0.000     0.000     0.000     0.994     6.000
     2.400     3.000     4.000     2.125     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.600     3.000     2.250     2.000     0.000     0.000     0.000     0.000     0.030     0.970     6.000
     1.400     2.600     3.000     2.250     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.800     3.000     4.000     2.286     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     3.000     3.400     4.000     1.375     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.000     3.400     1.750     1.500     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.600     2.800     2.250     1.667     0.000     0.000     0.000     0.000     0.022     0.978     6.000
     1.800     1.600     3.750     2.286     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.600     3.400     1.750     1.750     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.800     3.200     1.250     1.125     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.400     2.800     2.750     3.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     3.200     3.000     2.667     2.250     0.000     0.000     0.000     0.000     0.998     0.002     5.000
     1.000     2.600     2.000     2.375     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.200     3.000     1.000     2.625     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     4.000     2.800     2.500     3.000     0.000     0.000     0.000     0.000     0.953     0.047     5.000
     3.000     3.000     2.000     2.625     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.000     4.000     3.667     1.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.400     3.000     3.000     2.875     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.800     2.600     3.000     1.500     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     3.000     3.000     2.750     2.125     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.600     4.000     2.000     1.750     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.000     2.000     2.750     2.000     0.000     0.000     0.000     0.000     0.999     0.001     5.000
     2.200     2.400     4.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     3.400     4.000     2.500     2.000     0.000     0.000     0.000     0.000     0.973     0.027     5.000
     3.200     3.000     2.500     1.875     0.000     0.000     0.000     0.000     0.904     0.096     5.000
     3.400     3.750     1.250     2.143     0.000     0.994     0.000     0.000     0.000     0.006     2.000
     2.000     2.000     2.500     2.250     0.000     0.000     0.000     0.000     0.719     0.281     5.000
     3.400     3.800     1.000     1.250     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.800     4.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.000     3.000     1.000     1.750     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.600     3.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.500     2.800     2.000     3.286     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.200     3.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.000     2.600     1.500     1.857     0.000     0.967     0.000     0.000     0.000     0.032     2.000
     3.000     3.000     1.750     1.500     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.200     1.000     3.250     1.250     0.000     0.000     0.000     0.001     0.999     0.000     5.000
     3.800     3.600     4.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.000     3.000     3.000     2.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     3.000     3.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.400     3.000     1.000     1.250     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.000     3.000     1.000     2.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.000     2.200     2.500     2.286     0.000     0.000     0.000     0.000     0.663     0.337     5.000
     1.000     1.200     1.000     3.500     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     2.400     3.600     2.000     1.875     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     1.000     2.000     3.000     3.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     1.000     1.000     4.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000
     2.600     2.200     2.000     1.875     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.000     3.000     2.250     1.000     0.000     0.000     0.000     0.000     0.036     0.964     6.000
         *     2.400         *         *     0.023     0.081     0.002     0.086     0.316     0.492     6.000
     3.800     3.600     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.800     4.000     1.000     2.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.000     4.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.000     3.000     2.000     1.875     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.000     2.600     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.800     3.000     2.000     3.125     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.600     2.800     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.000     3.400     3.000     2.000     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     2.000     2.600     1.750     2.625     0.000     0.002     0.000     0.000     0.000     0.998     6.000
     3.200     3.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.000     2.400     2.000     2.375     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.200     2.600     1.000     1.000     0.004     0.996     0.000     0.000     0.000     0.000     2.000
     2.500     2.600     2.000     2.125     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.400     3.800     2.000     2.625     0.000     0.000     0.000     0.000     0.001     0.999     6.000
     2.600     3.200     1.000     3.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     3.000     3.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     2.800     3.000     2.000     1.750     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.000     3.000     1.000     2.000     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     2.800     3.000     2.000     2.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
         *     2.800         *         *     0.014     0.137     0.000     0.061     0.266     0.523     6.000
     2.800     2.600     1.750     1.000     0.000     0.003     0.000     0.000     0.000     0.997     6.000
     2.000     3.000     2.250     1.625     0.000     0.000     0.000     0.000     0.019     0.981     6.000
         *     2.200         *         *     0.029     0.061     0.004     0.101     0.337     0.468     6.000
     4.000     1.000     2.000     2.750     0.000     0.000     0.010     0.000     0.000     0.990     6.000
     1.400     2.200     1.500     1.000     0.000     0.988     0.000     0.000     0.000     0.012     2.000
     3.000     2.800     2.000     3.143     0.000     0.000     0.000     0.000     0.000     1.000     6.000
